"Program","Year","Period","Geo.Level","State","Commodity","straw","mkt","measure","col1","col2","Type","Name","Chemical.Code","Value"
"SURVEY",2023,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","FUNGICIDE","AZOXYSTROBIN","128810",0.214
"SURVEY",2023,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","FUNGICIDE","CAPTAN","81301",10.509
"SURVEY",2023,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","FUNGICIDE","CYPRODINIL","288202",0.756
"SURVEY",2023,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","FUNGICIDE","FLUDIOXONIL","71503",0.47
"SURVEY",2023,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","FUNGICIDE","THIRAM","79801",12.456
"SURVEY",2023,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","CHEMICAL","INSECTICIDE","INSECTICIDE","ABAMECTIN","122804",0.033
"SURVEY",2023,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","CHEMICAL","INSECTICIDE","INSECTICIDE","ACETAMIPRID","99050",0.179
"SURVEY",2023,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","CHEMICAL","INSECTICIDE","INSECTICIDE","BIFENTHRIN","128825",0.136
"SURVEY",2023,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","CHEMICAL","INSECTICIDE","INSECTICIDE","CHLORANTRANILIPROLE","90100",0.06
"SURVEY",2023,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","CHEMICAL","INSECTICIDE","INSECTICIDE","NOVALURON","124002",0.18
"SURVEY",2023,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","CHEMICAL","INSECTICIDE","INSECTICIDE","THIAMETHOXAM","60109",0.064
"SURVEY",2023,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","FUNGICIDE","FUNGICIDE","AZOXYSTROBIN","128810",1.4
"SURVEY",2023,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","FUNGICIDE","FUNGICIDE","CAPTAN","81301",5.2
"SURVEY",2023,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","FUNGICIDE","FUNGICIDE","CYPRODINIL","288202",3.1
"SURVEY",2023,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","FUNGICIDE","FUNGICIDE","FLUDIOXONIL","71503",3.1
"SURVEY",2023,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","FUNGICIDE","FUNGICIDE","THIRAM","79801",5.8
"SURVEY",2023,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","INSECTICIDE","INSECTICIDE","ABAMECTIN","122804",1.1
"SURVEY",2023,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","INSECTICIDE","INSECTICIDE","ACETAMIPRID","99050",1.2
"SURVEY",2023,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","INSECTICIDE","INSECTICIDE","BIFENTHRIN","128825",1.2
"SURVEY",2023,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","INSECTICIDE","INSECTICIDE","CHLORANTRANILIPROLE","90100",1.1
"SURVEY",2023,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","INSECTICIDE","INSECTICIDE","NOVALURON","124002",2.3
"SURVEY",2023,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","INSECTICIDE","INSECTICIDE","THIAMETHOXAM","60109",1.1
"SURVEY",2023,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","FUNGICIDE","FUNGICIDE","AZOXYSTROBIN","128810",3
"SURVEY",2023,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","FUNGICIDE","FUNGICIDE","CAPTAN","81301",96
"SURVEY",2023,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","FUNGICIDE","FUNGICIDE","CYPRODINIL","288202",91
"SURVEY",2023,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","FUNGICIDE","FUNGICIDE","FLUDIOXONIL","71503",91
"SURVEY",2023,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","FUNGICIDE","FUNGICIDE","THIRAM","79801",63
"SURVEY",2023,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","FUNGICIDE",NA,NA,NA,100
"SURVEY",2023,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","HERBICIDE",NA,NA,NA,26
"SURVEY",2023,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","INSECTICIDE","INSECTICIDE","ABAMECTIN","122804",14
"SURVEY",2023,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","INSECTICIDE","INSECTICIDE","ACETAMIPRID","99050",20
"SURVEY",2023,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","INSECTICIDE","INSECTICIDE","BIFENTHRIN","128825",6
"SURVEY",2023,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","INSECTICIDE","INSECTICIDE","CHLORANTRANILIPROLE","90100",42
"SURVEY",2023,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","INSECTICIDE","INSECTICIDE","NOVALURON","124002",59
"SURVEY",2023,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","INSECTICIDE","INSECTICIDE","THIAMETHOXAM","60109",42
"SURVEY",2023,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","INSECTICIDE",NA,NA,NA,65
"SURVEY",2023,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","OTHER",NA,NA,NA,22
"SURVEY",2021,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB","CHEMICAL","FUNGICIDE","FUNGICIDE","CAPTAN","81301",135100
"SURVEY",2021,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB","CHEMICAL","FUNGICIDE","FUNGICIDE","CYPRODINIL","288202",5500
"SURVEY",2021,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB","CHEMICAL","FUNGICIDE","FUNGICIDE","FLUDIOXONIL","71503",4500
"SURVEY",2021,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB","CHEMICAL","FUNGICIDE","FUNGICIDE","THIRAM","79801",142400
"SURVEY",2021,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB","CHEMICAL","FUNGICIDE",NA,NA,NA,303200
"SURVEY",2021,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB","CHEMICAL","HERBICIDE",NA,NA,NA,2600
"SURVEY",2021,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB","CHEMICAL","INSECTICIDE","INSECTICIDE","NOVALURON","124002",1100
"SURVEY",2021,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB","CHEMICAL","INSECTICIDE","INSECTICIDE","SPINETORAM","110007",700
"SURVEY",2021,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB","CHEMICAL","INSECTICIDE",NA,NA,NA,6200
"SURVEY",2021,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB","CHEMICAL","OTHER",NA,NA,NA,8600
"SURVEY",2021,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","FUNGICIDE","FUNGICIDE","CAPTAN","81301",2.025
"SURVEY",2021,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","FUNGICIDE","FUNGICIDE","CYPRODINIL","288202",0.294
"SURVEY",2021,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","FUNGICIDE","FUNGICIDE","FLUDIOXONIL","71503",0.189
"SURVEY",2021,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","FUNGICIDE","FUNGICIDE","THIRAM","79801",2.38
"SURVEY",2021,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","INSECTICIDE","ABAMECTIN","122804",0.017
"SURVEY",2021,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","INSECTICIDE","NOVALURON","124002",0.072
"SURVEY",2021,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","INSECTICIDE","SPINETORAM","110007",0.069
"SURVEY",2021,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","FUNGICIDE","CAPTAN","81301",21.339
"SURVEY",2021,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","FUNGICIDE","CYPRODINIL","288202",0.816
"SURVEY",2021,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","FUNGICIDE","FLUDIOXONIL","71503",0.652
"SURVEY",2021,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","FUNGICIDE","THIRAM","79801",22.509
"SURVEY",2021,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","CHEMICAL","INSECTICIDE","INSECTICIDE","ABAMECTIN","122804",0.037
"SURVEY",2021,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","CHEMICAL","INSECTICIDE","INSECTICIDE","NOVALURON","124002",0.187
"SURVEY",2021,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","CHEMICAL","INSECTICIDE","INSECTICIDE","SPINETORAM","110007",0.124
"SURVEY",2021,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","FUNGICIDE","FUNGICIDE","CAPTAN","81301",10.5
"SURVEY",2021,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","FUNGICIDE","FUNGICIDE","CYPRODINIL","288202",2.8
"SURVEY",2021,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","FUNGICIDE","FUNGICIDE","FLUDIOXONIL","71503",3.4
"SURVEY",2021,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","FUNGICIDE","FUNGICIDE","THIRAM","79801",9.5
"SURVEY",2021,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","INSECTICIDE","INSECTICIDE","ABAMECTIN","122804",2.1
"SURVEY",2021,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","INSECTICIDE","INSECTICIDE","NOVALURON","124002",2.6
"SURVEY",2021,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","INSECTICIDE","INSECTICIDE","SPINETORAM","110007",1.8
"SURVEY",2021,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","FUNGICIDE","FUNGICIDE","CAPTAN","81301",61
"SURVEY",2021,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","FUNGICIDE","FUNGICIDE","CYPRODINIL","288202",65
"SURVEY",2021,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","FUNGICIDE","FUNGICIDE","FLUDIOXONIL","71503",66
"SURVEY",2021,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","FUNGICIDE","FUNGICIDE","THIRAM","79801",61
"SURVEY",2021,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","FUNGICIDE",NA,NA,NA,66
"SURVEY",2021,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","HERBICIDE",NA,NA,NA,9
"SURVEY",2021,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","INSECTICIDE","INSECTICIDE","ABAMECTIN","122804",7
"SURVEY",2021,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","INSECTICIDE","INSECTICIDE","NOVALURON","124002",58
"SURVEY",2021,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","INSECTICIDE","INSECTICIDE","SPINETORAM","110007",57
"SURVEY",2021,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","INSECTICIDE",NA,NA,NA,62
"SURVEY",2021,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","OTHER",NA,NA,NA,49
"SURVEY",2019,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB","CHEMICAL","FUNGICIDE","FUNGICIDE","AZOXYSTROBIN","128810",12000
"SURVEY",2019,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB","CHEMICAL","FUNGICIDE","FUNGICIDE","CAPTAN","81301",146100
"SURVEY",2019,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB","CHEMICAL","FUNGICIDE","FUNGICIDE","CYPRODINIL","288202",4100
"SURVEY",2019,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB","CHEMICAL","FUNGICIDE","FUNGICIDE","FLUDIOXONIL","71503",2700
"SURVEY",2019,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB","CHEMICAL","FUNGICIDE",NA,NA,NA,10200
"SURVEY",2019,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB","CHEMICAL","FUNGICIDE","FUNGICIDE","THIRAM","79801",54800
"SURVEY",2019,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB","CHEMICAL","FUNGICIDE",NA,NA,NA,286900
"SURVEY",2019,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB","CHEMICAL","HERBICIDE",NA,NA,NA,300
"SURVEY",2019,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB","CHEMICAL","INSECTICIDE","INSECTICIDE","ABAMECTIN","122804",300
"SURVEY",2019,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB","CHEMICAL","INSECTICIDE","INSECTICIDE","ACETAMIPRID","99050",200
"SURVEY",2019,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB","CHEMICAL","INSECTICIDE","INSECTICIDE","BIFENAZATE","586",700
"SURVEY",2019,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB","CHEMICAL","INSECTICIDE","INSECTICIDE","BIFENTHRIN","128825",300
"SURVEY",2019,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB","CHEMICAL","INSECTICIDE","INSECTICIDE","CHLORANTRANILIPROLE","90100",100
"SURVEY",2019,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB","CHEMICAL","INSECTICIDE","INSECTICIDE","NOVALURON","124002",1000
"SURVEY",2019,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB","CHEMICAL","INSECTICIDE","INSECTICIDE","SPINETORAM","110007",600
